,id,orig_c1,orig_c2,c1,c2,c3,formula_combined,chemical_formula,x,y,z,sphericity,shape,area/volume,max/min,space_group_core,space_group_shell,crystal_structure,coer_oe,sat_em_g,mr (emu/g),exc_bias_oe,ver_shift_emu_g,temperature_k,fc_field_t,h_range_max_koe,mass_ratio,exc_dir,ver_s_dir,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant,Crystalline,MAE,Curie temperature (K),exchange constant (J/m) *10^-12,Electronegativity core,Demagnetization factors (Nd),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g)
207,208,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300,,,Sr33 La67 Mn100 O300,['La0.67Sr0.33MnO3'],9.4,9.4,9.4,1.000000282,1,0.3191489362,1,161,0,24,198.97,42.0254,15.658,25,1.579,4,0.1,44,17,0,1,,,,,,,,,,,,,
208,209,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],5.9,5.9,5.9,1.000000282,1,0.5084745763,1,225,0,3,100.2,58.838,0.1,2560,0.61,10,1,10,69,1,1,,,,,,,,,,,,,
209,210,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],11.6,11.6,11.6,1.000000282,1,0.2586206897,1,225,0,3,77.3,63.986,0.016,2120,0.52,10,1,10,69,1,1,,,,,,,,,,,,,
210,211,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],24.7,24.7,24.7,1.000000282,1,0.1214574899,1,225,0,3,64.5,32.54,0.002,180,0.08,10,1,10,69,1,1,,,,,,,,,,,,,
211,212,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],29.4,29.4,29.4,1.000000282,1,0.1020408163,1,225,0,3,61.9,32.54,0.01175,390,0.04,10,1,10,69,1,1,,,,,,,,,,,,,
212,213,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],34.9,34.9,34.9,1.000000282,1,0.08595988539,1,225,0,3,55.9,32.54,0.012,190,0.03,10,1,10,69,1,1,,,,,,,,,,,,,
213,214,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],36.8,36.8,36.8,1.000000282,1,0.08152173913,1,225,0,3,49.8,21.98,0.012,110,0.01,10,1,10,69,1,1,,,,,,,,,,,,,
214,215,MnO,Mn3O4,Mn1 O1,Mn3 O4,,Mn4 O5,"['MnO', 'Mn3O4']",17.2,17.2,17.2,1.000000282,1,0.1744186047,1,225,141,3,2619.5748,58.236,33.9266,490,2.2676,10,5,20,63,0,1,,,,,,,,,,,,,
215,216,MnO,Mn3O4,Mn1 O1,Mn3 O4,,Mn4 O5,"['MnO', 'Mn3O4']",25,25,25,1.000000282,1,0.12,1,225,141,7,3112.36,126.78,62.6463,3600,35.3654,10,5,20,63,0,1,,,,,,,,,,,,,
216,217,Fe3O4,Fe2O3,Fe3 O4,Fe2 O3,,Fe5 O7,"['Fe3O4', 'Fe2O3']",9,9,9,1.000000282,1,0.3333333333,1,227,92,12,249,65.32,21.27,5,0,2,1,3,60,1,1,,,,,,,,,,,,,
217,218,Fe3O4,Fe2O3,Fe3 O4,Fe2 O3,,Fe5 O7,"['Fe3O4', 'Fe2O3']",9,9,9,1.000000282,1,0.3333333333,1,227,92,12,247,64.54,22.22,5,0,2,1,3,60,1,1,,,,,,,,,,,,,
218,219,Fe3O4,Fe2O3,Fe3 O4,Fe2 O3,,Fe5 O7,"['Fe3O4', 'Fe2O3']",11,11,11,1.000000282,1,0.2727272727,1,227,92,12,234,96,32.89,20,0,2,3,2,60,0,1,,,,,,,,,,,,,
219,220,Fe3O4,Fe2O3,Fe3 O4,Fe2 O3,,Fe5 O7,"['Fe3O4', 'Fe2O3']",11,11,11,1.000000282,1,0.2727272727,1,227,92,12,35,77.27,4.29,6,0,300,3,1,60,1,1,,,,,,,,,,,,,
220,221,Co3O4,,Co3 O4,,,Co3 O4,['Co3O4'],40,40,40,0.805995977,3,0.15,1,227,0,4,66.6,3.5,0.01026,0,0,2,0,60,64,1,1,,,,,,,,,,,,,
221,222,Co3O4,,Co3 O4,,,Co3 O4,['Co3O4'],35,35,35,0.805995977,3,0.1714285714,1,227,0,4,134.375,3.5,0.01304,34.375,0,2,1,60,64,0,1,,,,,,,,,,,,,
222,223,Co3O4,,Co3 O4,,,Co3 O4,['Co3O4'],35,35,35,0.805995977,3,0.1714285714,1,227,0,4,127,3.5,0.0217,40,0,2,1,60,64,1,1,,,,,,,,,,,,,
223,224,LaFeO3,,La1 Fe1 O3,,,La1 Fe1 O3,['LaFeO3'],24.87,24.87,24.87,1.000000282,1,0.1206272618,1,62,0,19,290,0.22718,0.01331,100,0.004375,300,0,20,51,0,1,,,,,,,,,,,,,
224,225,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],22.2,22.2,22.2,1.000000282,1,0.1351351351,1,225,0,3,3769,5.32,0.63,0,0,2,7,80,69,1,1,,,,,,,,,,,,,
225,226,Ni0.99Fe0.01O,,Fe1 Ni99 O100,,,Fe1 Ni99 O100,['Ni0.99Fe0.01O'],19.7,19.7,19.7,1.000000282,1,0.152284264,1,227,0,3,1922,1.8044,0.09,284.892,0.0124,2,7,80,0,0,1,,,,,,,,,,,,,
226,227,Ni0.98Fe0.02O,,Fe1 Ni49 O50,,,Fe1 Ni49 O50,['Ni0.98Fe0.02O'],18.6,18.6,18.6,1.000000282,1,0.1612903226,1,227,0,3,2110,1.368,0.09,454.54,0,2,7,80,3,1,1,,,,,,,,,,,,,
227,228,Ni0.96Fe0.04O,,Fe1 Ni24 O25,,,Fe1 Ni24 O25,['Ni0.96Fe0.04O'],15.2,15.2,15.2,1.000000282,1,0.1973684211,1,227,0,3,4354.1,3.5,0.53,0,0,2,7,70,5,1,1,,,,,,,,,,,,,
228,229,Ni0.97Fe0.03O,,Fe3 Ni97 O100,,,Fe3 Ni97 O100,['Ni0.97Fe0.03O'],12.2,12.2,12.2,1.000000282,1,0.2459016393,1,227,0,3,1657,0.4,0.02,1879,0.062,2,7,80,4,0,1,,,,,,,,,,,,,
229,230,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",16,16,16,1.000000282,1,0.1875,1,164,225,15,1333,100.6,15.3,631.7,4.68,5,5,40,74,0,1,,,,,,,,,,,,,
230,231,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",200,200,200,1.000000282,1,0.015,1,164,225,15,523.8,76.1,4.68,456.2,2.7,5,5,40,74,0,1,,,,,,,,,,,,,
231,232,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",300,300,300,0.5166432673,2,0.0225,1,164,225,15,523.8,74.6,4.68,47.6,0.85,5,5,40,74,1,0,,,,,,,,,,,,,
232,233,Ag0.5Cr2.5O4,,Cr5 Ag1 O8,,,Cr5 Ag1 O8,['Ag0.5Cr2.5O4'],39.5,93.1,0,0.0910082682,6,0.8695918887,0,62,0,19,7.1935,0.31209,1.00E-04,0,0,300,0,25,47,1,1,,,,,,,,,,,,,
233,234,Ag0.5Cr2.5O4,,Cr5 Ag1 O8,,,Cr5 Ag1 O8,['Ag0.5Cr2.5O4'],39.5,93.1,0,0.0910082682,6,0.8695918887,0,62,0,19,663.75,0.56532,0.148,0,0.1875,200,2,25,47,1,0,,,,,,,,,,,,,
234,235,Ag0.5Cr2.5O4,,Cr5 Ag1 O8,,,Cr5 Ag1 O8,['Ag0.5Cr2.5O4'],39.5,93.1,0,0.0910082682,6,0.8695918887,0,62,0,19,1507,0.78491,0.174,2173.9,0.125,100,2,25,47,0,0,,,,,,,,,,,,,
235,236,AgCrO2,,Cr1 Ag1 O2,,,Cr1 Ag1 O2,['AgCrO2'],58.75,120.9,0,0.05635189523,6,0.9879199295,0,160,0,24,32.093,0.18978,0.0003,0,0,300,0,25,27,1,1,,,,,,,,,,,,,
236,237,AgCrO2,,Cr1 Ag1 O2,,,Cr1 Ag1 O2,['AgCrO2'],58.75,120.9,0,0.05635189523,6,0.9879199295,0,160,0,24,0,0.31956,0.006,0,0.125,200,2,25,27,1,0,,,,,,,,,,,,,
237,238,AgCrO2,,Cr1 Ag1 O2,,,Cr1 Ag1 O2,['AgCrO2'],58.75,120.9,0,0.05635189523,6,0.9879199295,0,160,0,24,3032.9,0.15146,0.012,0,0.0479,100,2,25,27,1,0,,,,,,,,,,,,,
238,239,CoFe2O4,,Fe2 Co1 O4,,,Fe2 Co1 O4,['CoFe2O4'],37,37,37,1.000000282,1,0.08108108108,1,227,0,3,860,77.6,39.3,0,0,300,0,60,39,1,1,,,,,,,,,,,,,
239,240,CoFe2O4,CoO,Fe2 Co1 O4,Co1 O1,,Fe2 Co2 O5,"['CoFe2O4', 'CoO']",27,27,27,1.000000282,1,0.1111111111,1,227,225,7,620,76,22,0,0,300,0,60,32,1,1,,,,,,,,,,,,,
240,241,CoFe2O4,CoO,Fe2 Co1 O4,Co1 O1,,Fe2 Co2 O5,"['CoFe2O4', 'CoO']",27,27,27,1.000000282,1,0.1111111111,1,227,225,7,2400,88.8,56.4,0,0,5,7,15,32,1,1,,,,,,,,,,,,,
241,242,CoFe2O4,CoO,Fe2 Co1 O4,Co1 O1,,Fe2 Co2 O5,"['CoFe2O4', 'CoO']",27,27,27,1.000000282,1,0.1111111111,1,227,225,7,4300,83.2,48,280,0,5,7,15,32,0,1,,,,,,,,,,,,,
242,243,CoFe2O4,CoO,Fe2 Co1 O4,Co1 O1,,Fe2 Co2 O5,"['CoFe2O4', 'CoO']",27,27,27,1.000000282,1,0.1111111111,1,227,225,7,4290,80.7,45.5,300,0,5,3,50,32,0,1,,,,,,,,,,,,,
243,244,CoFe2O4,CoO,Fe2 Co1 O4,Co1 O1,,Fe2 Co2 O5,"['CoFe2O4', 'CoO']",27,27,27,1.000000282,1,0.1111111111,1,227,225,7,4240,81,45.4,300,0,5,5,50,32,0,1,,,,,,,,,,,,,
244,245,CoFe2O4,CoO,Fe2 Co1 O4,Co1 O1,,Fe2 Co2 O5,"['CoFe2O4', 'CoO']",27,27,27,1.000000282,1,0.1111111111,1,227,225,7,4240,83.8,45.4,280,0,5,7,50,32,0,1,,,,,,,,,,,,,
245,246,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],16.6,16.6,16.6,1.000000282,1,0.1807228916,1,225,0,3,769.23,17.8,0.0283,45,0.001023,25,2,1,69,1,0,,,,,,,,,,,,,
246,247,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],16.6,16.6,16.6,1.000000282,1,0.1807228916,1,225,0,3,861.53,17.8,0.0316,48,0.00186,25,2,1,69,0,1,,,,,,,,,,,,,
247,248,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],19.5,19.5,19.5,1.000000282,1,0.1538461538,1,225,0,3,193,17.8,0.0111,24,0.00111,25,2,0.3,69,1,0,,,,,,,,,,,,,
248,249,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],19.5,19.5,19.5,1.000000282,1,0.1538461538,1,225,0,3,190,17.8,0.010925,21,0.0010185,25,2,0.3,69,0,1,,,,,,,,,,,,,
249,250,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],29,29,29,1.000000282,1,0.1034482759,1,225,0,3,75.47,17.8,0.0011625,10,0.0001875,25,2,0.2,69,1,0,,,,,,,,,,,,,
250,251,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],29,29,29,1.000000282,1,0.1034482759,1,225,0,3,71.7,17.8,0.00111,14,0.0003111,25,2,0.2,69,0,1,,,,,,,,,,,,,
251,252,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],31,31,31,1.000000282,1,0.09677419355,1,225,0,3,3.8,17.8,7.78E-06,1.5,0.00019818,25,2,0.2,69,0,0,,,,,,,,,,,,,
252,253,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],31,31,31,1.000000282,1,0.09677419355,1,225,0,3,3.8,17.8,5.65E-06,12,0.00019818,25,2,0.2,69,0,0,,,,,,,,,,,,,
253,254,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],54,54,54,1.000000282,1,0.05555555556,1,225,0,3,24528,50.0424,0.00125,3,0.000208,25,2,0.2,69,0,0,,,,,,,,,,,,,
254,255,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],54,54,54,1.000000282,1,0.05555555556,1,225,0,3,16981,43.64,9.00E-05,3,0,25,2,0.2,69,1,1,,,,,,,,,,,,,
255,256,CoO,NiFe2O4,Co1 O1,Fe2 Ni1 O4,,Fe2 Co1 Ni1 O5,"['CoO', 'NiFe2O4']",14.8,14.8,14.8,1.000000282,1,0.2027027027,1,227,227,7,7412,24.6,19.8,168,0,5,0.005,25,33,0,1,,,,,,,,,,,,,
256,257,CoO,NiFe2O4,Co1 O1,Fe2 Ni1 O4,,Fe2 Co1 Ni1 O5,"['CoO', 'NiFe2O4']",18.1,18.1,18.1,1.000000282,1,0.1657458564,1,227,227,7,6052,10.4,9.1,520,0,5,0.005,25,33,0,1,,,,,,,,,,,,,
257,258,CoO,NiFe2O4,Co1 O1,Fe2 Ni1 O4,,Fe2 Co1 Ni1 O5,"['CoO', 'NiFe2O4']",12.5,12.5,12.5,1.000000282,1,0.24,1,227,227,7,9624,8.3,7.9,632,0,5,0.005,25,33,0,1,,,,,,,,,,,,,
258,259,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],2,2,2,1.000000282,1,1.5,1,225,0,3,0.27,53,1.8,0,0,2,0,80,69,1,1,,,,,,,,,,,,,
259,260,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],2,2,2,1.000000282,1,1.5,1,225,0,3,275.86,50.86,1.35,0,0,5,0,80,69,1,1,,,,,,,,,,,,,
260,261,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],2,2,2,1.000000282,1,1.5,1,225,0,3,275.86,66,1.35,0,0,5,0,80,69,1,1,,,,,,,,,,,,,
261,262,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],4,4,4,1.000000282,1,0.75,1,225,0,3,2.04,5.88,0.3,0,0,2,0,80,69,1,1,,,,,,,,,,,,,
262,263,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],4,4,4,1.000000282,1,0.75,1,225,0,3,0.68,5.68,0.09,0,0,20,0,80,69,1,1,,,,,,,,,,,,,
263,264,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],4,4,4,1.000000282,1,0.75,1,225,0,3,2482.75,5.74,0.295,827.586,0.11,5,8,80,69,0,1,,,,,,,,,,,,,
264,265,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],4,4,4,1.000000282,1,0.75,1,225,0,3,2344.83,5.67,0.341,0,0,5,8,80,69,1,1,,,,,,,,,,,,,
265,266,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],6,6,6,1.000000282,1,0.5,1,225,0,3,2711.86,4.6,0.2,1355.93,0.104,5,8,80,69,0,1,,,,,,,,,,,,,
266,267,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],6,6,6,1.000000282,1,0.5,1,225,0,3,2305,4.53,0.16,0,0,5,8,80,69,1,1,,,,,,,,,,,,,
267,268,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],7,7,7,1.000000282,1,0.4285714286,1,225,0,3,3172.4,4.05,0.208,2068.9,0.1171875,5,8,80,69,1,1,,,,,,,,,,,,,
268,269,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],7,7,7,1.000000282,1,0.4285714286,1,225,0,3,1724.13,3.82,0.143,0,0,5,8,80,69,1,1,,,,,,,,,,,,,
269,270,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],9,9,9,1.000000282,1,0.3333333333,1,225,0,3,1.13,2.94,0.12,0,0,2,0,80,69,1,1,,,,,,,,,,,,,
270,271,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],9,9,9,1.000000282,1,0.3333333333,1,225,0,3,0.8,2.53,0.07,0,0,20,0,80,69,1,1,,,,,,,,,,,,,
271,272,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],9,9,9,1.000000282,1,0.3333333333,1,225,0,3,0.11,1.469,0.01,0,0,140,0,80,69,1,1,,,,,,,,,,,,,
272,273,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],9,9,9,1.000000282,1,0.3333333333,1,225,0,3,2847.4576,3.234,0.2089552,2847.4576,0.2089552,5,8,80,69,1,1,,,,,,,,,,,,,
273,274,NiO,,Ni1 O1,,,Ni1 O1,['NiO'],9,9,9,1.000000282,1,0.3333333333,1,225,0,3,1491.52,3.09,0.1432,0,0,5,8,80,69,1,1,,,,,,,,,,,,,
274,275,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",9,9,9,1.000000282,1,0.3333333333,1,225,225,7,0,4.61,0,0,0,300,0,90,73,1,1,,,,,,,,,,,,,
275,276,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",10,10,10,1.000000282,1,0.3,1,225,225,7,32.54,8.01,0.65306,0,0,300,0,90,73,1,1,,,,,,,,,,,,,
276,277,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",11,11,11,1.000000282,1,0.2727272727,1,225,225,7,32.54,12.21,0.65306,0,0,300,0,90,73,1,1,,,,,,,,,,,,,
277,278,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",16,16,16,1.000000282,1,0.1875,1,225,225,7,63.6,28.41,0.7368,0,0,300,0,90,73,1,1,,,,,,,,,,,,,
278,279,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",23,23,23,1.000000282,1,0.1304347826,1,225,225,7,68.1,40.31,2.526,0,0,300,0,90,73,1,1,,,,,,,,,,,,,
279,280,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",9,9,9,1.000000282,1,0.3333333333,1,225,225,7,411.1,37.815,2.61,22.2,1.239,5,0.5,90,73,0,1,,,,,,,,,,,,,
280,281,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",10,10,10,1.000000282,1,0.3,1,225,225,7,512.95,36.97,4.21,24.05,0,5,0.5,90,73,0,1,,,,,,,,,,,,,
281,282,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",11,11,11,1.000000282,1,0.2727272727,1,225,225,7,637.02,36.13,6.31,40.779,0,5,0.5,90,73,0,1,,,,,,,,,,,,,
282,283,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",16,16,16,1.000000282,1,0.1875,1,225,225,7,538.876,50.4,13.11,57.4,0,5,0.5,90,73,0,1,,,,,,,,,,,,,
283,284,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",23,23,23,1.000000282,1,0.1304347826,1,225,225,7,559.24,53.78,20.51,40.76,0,5,0.5,90,73,0,1,,,,,,,,,,,,,
284,285,MnFe2O4,,Mn1 Fe2 O4,,,Mn1 Fe2 O4,['MnFe2O4'],5.4,5.4,5.4,0.5166432673,2,1.25,1,227,0,3,171.2,39.07,4.34,0.17,0,300,0,20,24,1,1,,,,,,,,,,,,,
285,286,MnFe2O4,Fe3O4,Mn1 Fe2 O4,Fe3 O4,,Mn1 Fe5 O8,"['MnFe2O4', 'Fe3O4']",9.1,9.1,9.1,0.5166432673,2,0.7417582418,1,227,227,7,210.526,70.4,12.5,5.3,0,25,1,20,14,0,1,,,,,,,,,,,,,
286,287,MnFe2O4,Fe3O4,Mn1 Fe2 O4,Fe3 O4,,Mn1 Fe5 O8,"['MnFe2O4', 'Fe3O4']",10.7,10.7,10.7,0.5166432673,2,0.6308411215,1,227,227,7,1.24,69.9,0.0794,1.022,2.06,200,3,20,14,1,1,,,,,,,,,,,,,
287,288,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",11.96,11.96,11.96,1.000000282,1,0.2508361204,1,225,225,7,170,13.4,5.4,22,0,5,0.2,2,73,0,1,,,,,,,,,,,,,
288,289,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",12.85,12.85,12.85,1.000000282,1,0.233463035,1,225,225,7,230,12.9,6.9,45,0,5,0.2,2,73,0,1,,,,,,,,,,,,,
289,290,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",14.38,14.38,14.38,1.000000282,1,0.2086230876,1,225,225,7,250,17.6,9.9,43,0,5,0.2,2,73,0,1,,,,,,,,,,,,,
290,291,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",16.21,16.21,16.21,1.000000282,1,0.1850709439,1,225,225,7,230,21.6,8.4,62,1.92,5,0.2,2,73,0,1,,,,,,,,,,,,,
291,292,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",18.47,18.47,18.47,1.000000282,1,0.162425555,1,225,225,7,440,31.5,16.2,250,2.69,5,0.2,2,73,0,1,,,,,,,,,,,,,
292,293,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",21.09,21.09,21.09,1.000000282,1,0.1422475107,1,225,225,7,420,16.1,7.1,310,5.38,5,0.2,2,73,0,1,,,,,,,,,,,,,
293,294,Ni,NiO,Ni1,Ni1 O1,,Ni2 O1,"['Ni', 'NiO']",16.77,16.77,16.77,1.000000282,1,0.1788908766,1,225,225,7,550,14.9,6.2,570,6.923,5,0.2,2,73,0,1,,,,,,,,,,,,,
294,295,BiFeO3,,Fe1 Bi1 O3,,,Fe1 Bi1 O3,['BiFeO3'],24,24,24,1.000000282,1,0.125,1,161,0,24,391.3,0.3547,0.0275,173.9,0.00458,60,2,30,20,1,0,,,,,,,,,,,,,
295,296,Bi0.9La0.1FeO3,,La1 Fe10 Bi9 O30,,,La1 Fe10 Bi9 O30,['Bi0.9La0.1FeO3'],31,31,31,1.000000282,1,0.09677419355,1,62,0,19,593.4,0.375,0.018367,902,0.0102,60,2,30,6,1,0,,,,,,,,,,,,,
296,297,BiFeO3,,Fe1 Bi1 O3,,,Fe1 Bi1 O3,['BiFeO3'],24,24,24,1.000000282,1,0.125,1,161,0,24,391.3,0.3698,0.0275,173.9,0.00458,60,2,30,20,0,1,,,,,,,,,,,,,
297,298,Bi0.9La0.1FeO3,,La1 Fe10 Bi9 O30,,,La1 Fe10 Bi9 O30,['Bi0.9La0.1FeO3'],31,31,31,1.000000282,1,0.09677419355,1,62,0,19,593.4,0.408,0.018367,902,0.0102,60,2,30,6,0,1,,,,,,,,,,,,,
298,299,NdFeO3,,Nd1 Fe1 O3,,,Nd1 Fe1 O3,['NdFeO3'],39,39,39,1.000000282,1,0.07692307692,1,62,0,19,200,2.42,0.25,10.86,0,300,0,20,53,0,1,,,,,,,,,,,,,
299,300,CoFe2O4,,Fe2 Co1 O4,,,Fe2 Co1 O4,['CoFe2O4'],7,7,7,0.5166432673,2,0.9642857143,1,227,0,3,1583.915,39.07,36.6,254.052,0.656,5,1,10,39,0,1,,,,,,,,,,,,,
300,301,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",14,14,14,0.5166432673,2,0.4821428571,1,227,227,7,1728.159,68,45.8,21.84,0.7,25,3,10,54,1,0,,,,,,,,,,,,,
301,302,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",14,14,14,0.5166432673,2,0.4821428571,1,227,227,7,17.45,48.05,1.45,0.85,0.09,300,3,10,54,1,1,,,,,,,,,,,,,
302,303,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,2735,77.96,58.33,0,0,5,0,10,54,1,1,,,,,,,,,,,,,
303,304,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,2155.09,74.4,48.815,86,1.72,5,2,10,54,0,1,,,,,,,,,,,,,
304,305,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,1928.8,74.6,46.985,10.8,2.26,25,2,10,54,0,1,,,,,,,,,,,,,
305,306,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,1540.9285,73.97,43.4385,10.7,2.8,50,2,10,54,0,1,,,,,,,,,,,,,
306,307,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,678.85,75.48,31.396,32.33,3.86,100,2,10,54,0,1,,,,,,,,,,,,,
307,308,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,522.508,74.83,13.72008,6.0916,1.202,200,2,10,54,0,1,,,,,,,,,,,,,
308,309,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,227,227,7,200.738,69.97,1.529,1.5744,0.43,300,2,10,54,1,1,,,,,,,,,,,,,
309,310,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",18.2,18.2,18.2,1.000000282,1,0.1648351648,1,227,227,7,943.658,45.1,6.614722686,70.342,3.835,5,2,10,54,0,1,,,,,,,,,,,,,
310,311,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",18.2,18.2,18.2,1.000000282,1,0.1648351648,1,227,227,7,957.76,43.4,9.798922686,85.63,5.535,25,2,10,54,0,1,,,,,,,,,,,,,
311,312,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",18.2,18.2,18.2,1.000000282,1,0.1648351648,1,227,227,7,880,40,0.014167686,77.74,4.255,50,2,10,54,0,1,,,,,,,,,,,,,
312,313,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",18.2,18.2,18.2,1.000000282,1,0.1648351648,1,227,227,7,408.44,25.74,1.731982686,112.875,6.6,100,2,10,54,0,1,,,,,,,,,,,,,
313,314,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",18.2,18.2,18.2,1.000000282,1,0.1648351648,1,227,227,7,487.088,55.724,13.2948,22.575,1.32,200,2,10,54,0,1,,,,,,,,,,,,,
314,315,CoFe2O4,Fe3O4,Fe2 Co1 O4,Fe3 O4,,Fe5 Co1 O8,"['CoFe2O4', 'Fe3O4']",18.2,18.2,18.2,1.000000282,1,0.1648351648,1,227,227,7,935,66.16,19.6378,0,0,300,2,10,54,1,1,,,,,,,,,,,,,
315,316,DyCrTiO5,,Dy1 Ti1 Cr1 O5,,,Dy1 Ti1 Cr1 O5,['DyCrTiO5'],37,37,37,1.000000282,1,0.08108108108,1,55,0,19,47.826,42.869634,0.5452,30,0.0390286,10,6,60,40,0,0,,,,,,,,,,,,,
