Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),link,Core_composition_formula,length,width,depth
0.344,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,4.060,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,7.300,7.300,7.300
0.357,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,3.784,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,7.000,7.000,7.000
0.357,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,3.784,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,7.000,7.000,7.000
0.357,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,3.784,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,7.000,7.000,7.000
0.361,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,3.714,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,6.900,6.900,6.900
0.361,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,3.714,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,6.900,6.900,6.900
0.361,0.693,1.609,,0.693,9.306,4.654,9.306,9.798,0.000,11.849,6.455,0.693,0.113,1.322,5.429,0.288,3.714,0.000,0.000,0.405,0.000,https://doi.org/10.1007/s11664-022-09678-5,Fe1Fe2O4,6.900,6.900,6.900
0.150,0.693,1.609,-5.473,0.693,9.306,4.654,9.306,12.449,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.091,2.140,0.470,0.405,0.000,https://doi.org/10.1016/j.jallcom.2019.152548,Fe1Fe2O4,18.500,18.500,18.500
0.075,1.063,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.626,0.113,1.322,5.429,0.021,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,70.000,45.000,36.950
0.075,1.063,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.626,0.113,1.322,5.429,0.021,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,70.000,45.000,36.950
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.021,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.075,1.063,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.625,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,70.000,45.000,36.950
0.037,1.409,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.619,0.113,1.322,5.429,0.009,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,170.000,55.000,77.000
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.470,4.796,3.045,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.433,5.303,3.135,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.048,1.163,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.627,0.113,1.322,5.429,0.014,4.433,5.303,3.135,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,110.000,50.000,58.150
0.048,1.163,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.627,0.113,1.322,5.429,0.014,4.451,5.303,3.135,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,110.000,50.000,58.150
0.037,1.409,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.619,0.113,1.322,5.429,0.009,4.451,5.303,3.135,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,170.000,55.000,77.000
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.424,5.318,3.367,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.025,1.504,0.693,1.961,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.613,0.113,1.322,5.429,0.008,4.424,5.318,3.367,0.405,0.000,https://doi.org/10.1021/acsabm.1c00040,Fe1Fe2O4,210.000,60.000,73.250
0.116,0.693,1.609,-0.284,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.506,0.000,0.000,0.405,0.000,https://doi.org/10.2217/nnm-2020-0467,Fe1Fe2O4,24.500,24.500,24.500
0.127,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,3.664,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,22.200,22.200,22.200
0.127,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,3.664,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,22.200,22.200,22.200
0.127,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,3.664,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,22.200,22.200,22.200
0.127,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,3.664,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,22.200,22.200,22.200
0.127,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,3.664,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,22.200,22.200,22.200
0.201,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.263,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,27.000,27.000
0.201,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.263,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,27.000,27.000
0.201,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.263,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,27.000,27.000
0.201,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.263,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,27.000,27.000
0.201,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.263,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,27.000,27.000
0.340,2.140,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.556,0.113,1.322,5.429,0.029,4.407,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,3.600,12.350
0.340,2.140,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.556,0.113,1.322,5.429,0.029,4.407,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,3.600,12.350
0.340,2.140,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.556,0.113,1.322,5.429,0.029,4.407,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,3.600,12.350
0.340,2.140,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.556,0.113,1.322,5.429,0.029,4.407,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,3.600,12.350
0.340,2.140,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.556,0.113,1.322,5.429,0.029,4.407,0.000,0.000,0.405,0.000,https://doi.org/10.3390/nano11030627,Fe1Fe2O4,27.000,3.600,12.350
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.471,0.693,0.113,1.322,5.429,0.288,4.317,3.296,2.894,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.595,3.178,3.296,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.471,0.693,0.113,1.322,5.429,0.288,4.174,3.296,1.475,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.147,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,1.214,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.118,0.693,1.609,0.407,0.693,7.784,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.331,2.079,1.214,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,24.000,24.000,24.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,0.000,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,1.564,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,1.256,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.471,0.693,0.113,1.322,5.429,0.288,4.174,3.296,1.176,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.471,0.693,0.113,1.322,5.429,0.288,4.174,3.296,2.449,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.147,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,1.255,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.147,0.693,1.609,0.407,0.693,8.390,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,1.256,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.147,0.693,1.609,0.407,0.693,8.390,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.174,3.296,0.776,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.147,0.693,1.609,0.407,0.693,8.390,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,1.054,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.147,0.693,1.609,0.407,0.693,8.390,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.118,0.693,1.609,0.407,0.693,7.784,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.331,2.079,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,24.000,24.000,24.000
0.118,0.693,1.609,0.407,0.693,7.784,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.331,2.079,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,24.000,24.000,24.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,0.000,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,1.766,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,1.421,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.082,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.489,3.178,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,35.000,35.000,35.000
0.118,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.331,2.079,0.430,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,24.000,24.000,24.000
0.147,0.693,1.609,0.407,0.693,8.390,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,0.160,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.147,0.693,1.609,0.407,0.693,8.390,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.304,3.367,0.166,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,19.000,19.000,19.000
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.174,3.296,0.482,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.194,0.693,1.609,0.407,0.693,9.306,4.654,9.306,9.952,0.693,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.174,3.296,0.487,0.405,0.000,https://doi.org/10.1039/c4tb00061g,Fe1Fe2O4,14.000,14.000,14.000
0.405,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.501,0.693,0.113,1.322,5.429,0.288,4.419,5.994,3.555,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,12.000,12.000,12.000
0.274,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.274,0.693,1.386,2.037,0.693,8.390,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.315,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,19.000,19.000,19.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.215,0.693,1.386,2.037,0.693,7.784,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.209,6.006,3.084,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
