Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),id,Core_composition_formula,length,width,depth
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,86.400,120.000,20.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,86.400,120.000,20.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,86.400,120.000,20.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,86.400,120.000,20.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,83.200,200.000,22.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.074,2.200,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.873,0.120,2.750,227.000,0.014,83.200,200.000,22.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,110.000,50.000,98.000
0.074,2.200,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.873,0.120,2.750,227.000,0.014,84.700,200.000,22.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,110.000,50.000,98.000
0.028,3.091,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.856,0.120,2.750,227.000,0.009,84.700,200.000,22.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,170.000,55.000,98.000
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,82.400,203.000,28.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.017,3.500,1.000,6.109,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.846,0.120,2.750,227.000,0.008,82.400,203.000,28.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,210.000,60.000,98.000
0.122,1.000,4.000,-0.248,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,89.600,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,24.500,24.500,24.500
0.135,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,38.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.200,22.200,22.200
0.135,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,38.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.200,22.200,22.200
0.135,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,38.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.200,22.200,22.200
0.135,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,38.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.200,22.200,22.200
0.135,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,38.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.200,22.200,22.200
0.222,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,70.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,27.000,27.000
0.222,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,70.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,27.000,27.000
0.222,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,70.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,27.000,27.000
0.222,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,70.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,27.000,27.000
0.222,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,70.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,27.000,27.000
11.219,9.889,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.744,0.120,2.750,227.000,0.029,81.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,3.600,35.600
11.219,9.889,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.744,0.120,2.750,227.000,0.029,81.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,3.600,35.600
11.219,9.889,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.744,0.120,2.750,227.000,0.029,81.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,3.600,35.600
11.219,9.889,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.744,0.120,2.750,227.000,0.029,81.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,3.600,35.600
11.219,9.889,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,0.744,0.120,2.750,227.000,0.029,81.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,27.000,3.600,35.600
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,645.000,1.000,0.120,2.750,227.000,0.333,74.000,26.000,17.067,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,98.000,23.000,26.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,645.000,1.000,0.120,2.750,227.000,0.333,64.000,26.000,3.373,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.158,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,2.367,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.125,1.000,4.000,0.502,1.000,2400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,75.000,7.000,2.367,0.500,0.000,<built-in function id>,Fe1Fe2O4,24.000,24.000,24.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,3.780,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,2.513,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,645.000,1.000,0.120,2.750,227.000,0.333,64.000,26.000,2.240,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,645.000,1.000,0.120,2.750,227.000,0.333,64.000,26.000,10.573,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.158,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,2.507,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.158,1.000,4.000,0.502,1.000,4400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,2.513,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.158,1.000,4.000,0.502,1.000,4400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,64.000,26.000,1.173,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.158,1.000,4.000,0.502,1.000,4400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,1.870,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.158,1.000,4.000,0.502,1.000,4400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.125,1.000,4.000,0.502,1.000,2400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,75.000,7.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,24.000,24.000,24.000
0.125,1.000,4.000,0.502,1.000,2400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,75.000,7.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,24.000,24.000,24.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,4.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,3.140,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.086,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,88.000,23.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,35.000,35.000,35.000
0.125,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,75.000,7.000,0.537,0.500,0.000,<built-in function id>,Fe1Fe2O4,24.000,24.000,24.000
0.158,1.000,4.000,0.502,1.000,4400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,0.173,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.158,1.000,4.000,0.502,1.000,4400.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.000,28.000,0.180,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,64.000,26.000,0.620,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.214,1.000,4.000,0.502,1.000,11000.000,104.000,11000.000,21000.000,1.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,64.000,26.000,0.627,0.500,0.000,<built-in function id>,Fe1Fe2O4,14.000,14.000,14.000
0.500,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,665.000,1.000,0.120,2.750,227.000,0.333,82.000,400.000,34.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,12.000,12.000,12.000
0.316,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.316,1.000,3.000,6.670,1.000,4400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,73.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,19.000,19.000,19.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.240,1.000,3.000,6.670,1.000,2400.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,66.277,404.667,20.847,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
0.158,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,72.167,1.848,28.933,0.500,0.000,<built-in function id>,Fe1Fe2O4,38.000,38.000,38.000
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
